TQ:Q, TS:S, qindex, sindex, q, s, d
77637:5, 12:5, 0, 5, [], [], 0.000
77637:5, 37:5, 0, 5, [], [], 0.000
77637:5, 85:5, 0, 5, [], [], 0.000
77637:5, 115:5, 0, 5, [], [], 0.000
77637:5, 146:2, 0, 0, [], [], 0.000
77637:5, 149:5, 0, 5, [], [], 0.000
77637:5, 204:5, 0, 5, [], [], 0.000
77637:5, 208:5, 0, 5, [], [], 0.000
77637:5, 214:5, 0, 4, [], [], 0.000
77637:5, 225:5, 0, 5, [], [], 0.000
77637:5, 293:5, 0, 5, [], [], 0.000
77637:5, 295:5, 0, 4, [], [], 0.000
77637:5, 322:5, 0, 5, [], [], 0.000
77637:5, 326:5, 0, 5, [], [], 0.000
77637:5, 354:2, 0, 1, [], [], 0.000
77637:5, 374:2, 0, 1, [], [], 0.000
77637:5, 385:5, 0, 4, [], [], 0.000
77637:5, 435:5, 0, 5, [], [], 0.000
77637:5, 446:5, 0, 5, [], [], 0.000
77637:5, 456:5, 0, 5, [], [], 0.000
77637:5, 461:5, 0, 5, [], [], 0.000
77637:5, 471:5, 0, 15, [], [], 0.000
77637:5, 482:5, 0, 5, [], [], 0.000
77637:5, 619:5, 0, 15, [], [], 0.000
77637:5, 630:5, 0, 5, [], [], 0.000
77637:5, 687:5, 0, 5, [], [], 0.000
77637:5, 702:5, 0, 4, [], [], 0.000
77637:5, 703:5, 0, 5, [], [], 0.000
77637:5, 706:5, 0, 5, [], [], 0.000
77637:5, 712:4, 0, 5, [], [], 0.000
77637:5, 719:5, 0, 15, [], [], 0.000
77637:5, 751:5, 0, 5, [], [], 0.000
77637:5, 810:5, 0, 4, [], [], 0.000
77637:5, 833:5, 0, 5, [], [], 0.000
77637:5, 868:3, 0, 1, [], [], 0.000
77637:5, 907:5, 0, 4, [], [], 0.000
77637:5, 945:5, 0, 4, [], [], 0.000
77637:5, 964:5, 0, 5, [], [], 0.000
77637:5, 967:5, 0, 5, [], [], 0.000
77637:5, 968:5, 0, 5, [], [], 0.000
77637:5, 969:5, 0, 4, [], [], 0.000
77637:5, 988:5, 0, 5, [], [], 0.000
77637:5, 991:5, 0, 4, [], [], 0.000
77637:5, 1006:5, 0, 16, [], [], 0.000
77637:5, 1012:5, 0, 5, [], [], 0.000
77637:5, 1031:5, 0, 4, [], [], 0.000
77637:5, 1091:5, 0, 5, [], [], 0.000
77637:5, 1099:5, 0, 5, [], [], 0.000
77637:5, 1113:5, 0, 4, [], [], 0.000
77637:5, 1158:6, 0, 4, [], [], 0.000
77637:5, 1159:5, 0, 4, [], [], 0.000
77637:5, 1196:5, 0, 5, [], [], 0.000
77637:5, 1214:5, 0, 5, [], [], 0.000
77637:5, 1234:5, 0, 5, [], [], 0.000
77637:5, 1243:5, 0, 5, [], [], 0.000
77637:5, 1280:6, 0, 5, [], [], 0.000
77637:5, 1384:5, 0, 5, [], [], 0.000
77637:5, 1473:5, 0, 15, [], [], 0.000
77637:5, 1475:5, 0, 4, [], [], 0.000
77637:5, 1535:5, 0, 4, [], [], 0.000
77637:5, 1544:5, 0, 5, [], [], 0.000
77637:5, 1569:5, 0, 5, [], [], 0.000
77637:5, 1659:5, 0, 5, [], [], 0.000
77637:5, 1667:5, 0, 4, [], [], 0.000
77637:5, 1683:5, 0, 12, [], [], 0.000
77637:5, 1696:5, 0, 5, [], [], 0.000
77637:5, 1699:5, 0, 5, [], [], 0.000
77637:5, 1588:5, 0, 5, [], [], 0.000
77637:5, 1598:5, 0, 4, [], [], 0.000
77637:5, 1599:5, 0, 5, [], [], 0.000
77637:5, 1612:5, 0, 4, [], [], 0.000
77637:5, 1642:5, 0, 5, [], [], 0.000
77637:5, 1718:5, 0, 5, [], [], 0.000
77637:5, 1725:5, 0, 5, [], [], 0.000
77637:5, 1742:5, 0, 4, [], [], 0.000
77637:5, 1745:5, 0, 5, [], [], 0.000
77637:5, 1813:3, 0, 1, [], [], 0.000
77637:5, 1818:5, 0, 5, [], [], 0.000
77637:5, 1841:5, 0, 5, [], [], 0.000
77637:5, 1909:5, 0, 5, [], [], 0.000
77637:5, 1914:5, 0, 5, [], [], 0.000
77637:5, 1934:5, 0, 5, [], [], 0.000
77637:5, 2023:5, 0, 5, [], [], 0.000
77637:5, 2043:5, 0, 4, [], [], 0.000
77637:5, 2052:5, 0, 4, [], [], 0.000
77637:5, 2068:5, 0, 15, [], [], 0.000
77637:5, 2097:5, 0, 5, [], [], 0.000
77637:5, 2101:5, 0, 5, [], [], 0.000
77637:5, 2102:5, 0, 5, [], [], 0.000
77637:5, 2103:5, 0, 5, [], [], 0.000
77637:5, 2118:5, 0, 1, [], [], 0.000
77637:5, 2134:5, 0, 5, [], [], 0.000
77637:5, 2144:5, 0, 5, [], [], 0.000
77637:5, 2173:5, 0, 5, [], [], 0.000
77637:5, 2182:5, 0, 5, [], [], 0.000
77637:5, 2228:5, 0, 5, [], [], 0.000
77637:5, 2231:0, 0, 4, [], [], 0.000
77637:5, 2256:5, 0, 1, [], [], 0.000
77637:5, 2266:5, 0, 4, [], [], 0.000
77637:5, 2269:5, 0, 1, [], [], 0.000
77637:5, 12:5, 1, 5, [], [], 0.000
77637:5, 37:5, 1, 5, [], [], 0.000
77637:5, 85:5, 1, 5, [], [], 0.000
77637:5, 115:5, 1, 5, [], [], 0.000
77637:5, 146:2, 1, 0, [], [], 0.000
77637:5, 149:5, 1, 5, [], [], 0.000
77637:5, 204:5, 1, 5, [], [], 0.000
77637:5, 208:5, 1, 5, [], [], 0.000
77637:5, 214:5, 1, 4, [], [], 0.000
77637:5, 225:5, 1, 5, [], [], 0.000
77637:5, 293:5, 1, 5, [], [], 0.000
77637:5, 295:5, 1, 4, [], [], 0.000
77637:5, 322:5, 1, 5, [], [], 0.000
77637:5, 326:5, 1, 5, [], [], 0.000
77637:5, 354:2, 1, 1, [], [], 0.000
77637:5, 374:2, 1, 1, [], [], 0.000
77637:5, 385:5, 1, 4, [], [], 0.000
77637:5, 435:5, 1, 5, [], [], 0.000
77637:5, 446:5, 1, 5, [], [], 0.000
77637:5, 456:5, 1, 5, [], [], 0.000
77637:5, 461:5, 1, 5, [], [], 0.000
77637:5, 471:5, 1, 15, [], [], 0.000
77637:5, 482:5, 1, 5, [], [], 0.000
77637:5, 619:5, 1, 15, [], [], 0.000
77637:5, 630:5, 1, 5, [], [], 0.000
77637:5, 687:5, 1, 5, [], [], 0.000
77637:5, 702:5, 1, 4, [], [], 0.000
77637:5, 703:5, 1, 5, [], [], 0.000
77637:5, 706:5, 1, 5, [], [], 0.000
77637:5, 712:4, 1, 5, [], [], 0.000
77637:5, 719:5, 1, 15, [], [], 0.000
77637:5, 751:5, 1, 5, [], [], 0.000
77637:5, 810:5, 1, 4, [], [], 0.000
77637:5, 833:5, 1, 5, [], [], 0.000
77637:5, 868:3, 1, 1, [], [], 0.000
77637:5, 907:5, 1, 4, [], [], 0.000
77637:5, 945:5, 1, 4, [], [], 0.000
77637:5, 964:5, 1, 5, [], [], 0.000
77637:5, 967:5, 1, 5, [], [], 0.000
77637:5, 968:5, 1, 5, [], [], 0.000
77637:5, 969:5, 1, 4, [], [], 0.000
77637:5, 988:5, 1, 5, [], [], 0.000
77637:5, 991:5, 1, 4, [], [], 0.000
77637:5, 1006:5, 1, 16, [], [], 0.000
77637:5, 1012:5, 1, 5, [], [], 0.000
77637:5, 1031:5, 1, 4, [], [], 0.000
77637:5, 1091:5, 1, 5, [], [], 0.000
77637:5, 1099:5, 1, 5, [], [], 0.000
77637:5, 1113:5, 1, 4, [], [], 0.000
77637:5, 1158:6, 1, 4, [], [], 0.000
77637:5, 1159:5, 1, 4, [], [], 0.000
77637:5, 1196:5, 1, 5, [], [], 0.000
77637:5, 1214:5, 1, 5, [], [], 0.000
77637:5, 1234:5, 1, 5, [], [], 0.000
77637:5, 1243:5, 1, 5, [], [], 0.000
77637:5, 1280:6, 1, 5, [], [], 0.000
77637:5, 1384:5, 1, 5, [], [], 0.000
77637:5, 1473:5, 1, 15, [], [], 0.000
77637:5, 1475:5, 1, 4, [], [], 0.000
77637:5, 1535:5, 1, 4, [], [], 0.000
77637:5, 1544:5, 1, 5, [], [], 0.000
77637:5, 1569:5, 1, 5, [], [], 0.000
77637:5, 1659:5, 1, 5, [], [], 0.000
77637:5, 1667:5, 1, 4, [], [], 0.000
77637:5, 1683:5, 1, 12, [], [], 0.000
77637:5, 1696:5, 1, 5, [], [], 0.000
77637:5, 1699:5, 1, 5, [], [], 0.000
77637:5, 1588:5, 1, 5, [], [], 0.000
77637:5, 1598:5, 1, 4, [], [], 0.000
77637:5, 1599:5, 1, 5, [], [], 0.000
77637:5, 1612:5, 1, 4, [], [], 0.000
77637:5, 1642:5, 1, 5, [], [], 0.000
77637:5, 1718:5, 1, 5, [], [], 0.000
77637:5, 1725:5, 1, 5, [], [], 0.000
77637:5, 1742:5, 1, 4, [], [], 0.000
77637:5, 1745:5, 1, 5, [], [], 0.000
77637:5, 1813:3, 1, 1, [], [], 0.000
77637:5, 1818:5, 1, 5, [], [], 0.000
77637:5, 1841:5, 1, 5, [], [], 0.000
77637:5, 1909:5, 1, 5, [], [], 0.000
77637:5, 1914:5, 1, 5, [], [], 0.000
77637:5, 1934:5, 1, 5, [], [], 0.000
77637:5, 2023:5, 1, 5, [], [], 0.000
77637:5, 2043:5, 1, 4, [], [], 0.000
77637:5, 2052:5, 1, 4, [], [], 0.000
77637:5, 2068:5, 1, 15, [], [], 0.000
77637:5, 2097:5, 1, 5, [], [], 0.000
77637:5, 2101:5, 1, 5, [], [], 0.000
77637:5, 2102:5, 1, 5, [], [], 0.000
77637:5, 2103:5, 1, 5, [], [], 0.000
77637:5, 2118:5, 1, 1, [], [], 0.000
77637:5, 2134:5, 1, 5, [], [], 0.000
77637:5, 2144:5, 1, 5, [], [], 0.000
77637:5, 2173:5, 1, 5, [], [], 0.000
77637:5, 2182:5, 1, 5, [], [], 0.000
77637:5, 2228:5, 1, 5, [], [], 0.000
77637:5, 2231:0, 1, 4, [], [], 0.000
77637:5, 2256:5, 1, 1, [], [], 0.000
77637:5, 2266:5, 1, 4, [], [], 0.000
77637:5, 2269:5, 1, 1, [], [], 0.000
77637:5, 12:5, 2, 5, [], [], 0.000
77637:5, 37:5, 2, 5, [], [], 0.000
77637:5, 85:5, 2, 5, [], [], 0.000
77637:5, 115:5, 2, 5, [], [], 0.000
77637:5, 146:2, 2, 0, [], [], 0.000
77637:5, 149:5, 2, 5, [], [], 0.000
77637:5, 204:5, 2, 5, [], [], 0.000
77637:5, 208:5, 2, 5, [], [], 0.000
77637:5, 214:5, 2, 4, [], [], 0.000
77637:5, 225:5, 2, 5, [], [], 0.000
77637:5, 293:5, 2, 5, [], [], 0.000
77637:5, 295:5, 2, 4, [], [], 0.000
77637:5, 322:5, 2, 5, [], [], 0.000
77637:5, 326:5, 2, 5, [], [], 0.000
77637:5, 354:2, 2, 1, [], [], 0.000
77637:5, 374:2, 2, 1, [], [], 0.000
77637:5, 385:5, 2, 4, [], [], 0.000
77637:5, 435:5, 2, 5, [], [], 0.000
77637:5, 446:5, 2, 5, [], [], 0.000
77637:5, 456:5, 2, 5, [], [], 0.000
77637:5, 461:5, 2, 5, [], [], 0.000
77637:5, 471:5, 2, 15, [], [], 0.000
77637:5, 482:5, 2, 5, [], [], 0.000
77637:5, 619:5, 2, 15, [], [], 0.000
77637:5, 630:5, 2, 5, [], [], 0.000
77637:5, 687:5, 2, 5, [], [], 0.000
77637:5, 702:5, 2, 4, [], [], 0.000
77637:5, 703:5, 2, 5, [], [], 0.000
77637:5, 706:5, 2, 5, [], [], 0.000
77637:5, 712:4, 2, 5, [], [], 0.000
77637:5, 719:5, 2, 15, [], [], 0.000
77637:5, 751:5, 2, 5, [], [], 0.000
77637:5, 810:5, 2, 4, [], [], 0.000
77637:5, 833:5, 2, 5, [], [], 0.000
77637:5, 868:3, 2, 1, [], [], 0.000
77637:5, 907:5, 2, 4, [], [], 0.000
77637:5, 945:5, 2, 4, [], [], 0.000
77637:5, 964:5, 2, 5, [], [], 0.000
77637:5, 967:5, 2, 5, [], [], 0.000
77637:5, 968:5, 2, 5, [], [], 0.000
77637:5, 969:5, 2, 4, [], [], 0.000
77637:5, 988:5, 2, 5, [], [], 0.000
77637:5, 991:5, 2, 4, [], [], 0.000
77637:5, 1006:5, 2, 16, [], [], 0.000
77637:5, 1012:5, 2, 5, [], [], 0.000
77637:5, 1031:5, 2, 4, [], [], 0.000
77637:5, 1091:5, 2, 5, [], [], 0.000
77637:5, 1099:5, 2, 5, [], [], 0.000
77637:5, 1113:5, 2, 4, [], [], 0.000
77637:5, 1158:6, 2, 4, [], [], 0.000
77637:5, 1159:5, 2, 4, [], [], 0.000
77637:5, 1196:5, 2, 5, [], [], 0.000
77637:5, 1214:5, 2, 5, [], [], 0.000
77637:5, 1234:5, 2, 5, [], [], 0.000
77637:5, 1243:5, 2, 5, [], [], 0.000
77637:5, 1280:6, 2, 5, [], [], 0.000
77637:5, 1384:5, 2, 5, [], [], 0.000
77637:5, 1473:5, 2, 15, [], [], 0.000
77637:5, 1475:5, 2, 4, [], [], 0.000
77637:5, 1535:5, 2, 4, [], [], 0.000
77637:5, 1544:5, 2, 5, [], [], 0.000
77637:5, 1569:5, 2, 5, [], [], 0.000
77637:5, 1659:5, 2, 5, [], [], 0.000
77637:5, 1667:5, 2, 4, [], [], 0.000
77637:5, 1683:5, 2, 12, [], [], 0.000
77637:5, 1696:5, 2, 5, [], [], 0.000
77637:5, 1699:5, 2, 5, [], [], 0.000
77637:5, 1588:5, 2, 5, [], [], 0.000
77637:5, 1598:5, 2, 4, [], [], 0.000
77637:5, 1599:5, 2, 5, [], [], 0.000
77637:5, 1612:5, 2, 4, [], [], 0.000
77637:5, 1642:5, 2, 5, [], [], 0.000
77637:5, 1718:5, 2, 5, [], [], 0.000
77637:5, 1725:5, 2, 5, [], [], 0.000
77637:5, 1742:5, 2, 4, [], [], 0.000
77637:5, 1745:5, 2, 5, [], [], 0.000
77637:5, 1813:3, 2, 1, [], [], 0.000
77637:5, 1818:5, 2, 5, [], [], 0.000
77637:5, 1841:5, 2, 5, [], [], 0.000
77637:5, 1909:5, 2, 5, [], [], 0.000
77637:5, 1914:5, 2, 5, [], [], 0.000
77637:5, 1934:5, 2, 5, [], [], 0.000
