TQ:Q, TS:S, q_pos, s_pos, q, s, d
31:0, 2:0, 0, 0, [], [], 0.000
31:0, 4:2, 0, 0, [], [], 0.000
31:0, 99848:8, 0, 1, [], [], 0.000
31:0, 2:0, 1, 1, [], [], 0.000
31:0, 4:2, 1, 1, [], [], 0.000
31:0, 99848:5, 1, 2, [], [], 0.000
31:0, 31:1, 2, 2, [], [], 0.000
31:0, 8626:4, 2, 17, [], [], 0.241
31:0, 96965:8, 2, 0, [], [], 0.241
31:0, 31:1, 3, 3, [], [], 0.000
31:0, 275:4, 3, 2, [], [], 0.000
31:0, 99848:8, 3, 1, [], [], 0.000
31:0, 2:0, 4, 2, [], [], 0.000
31:0, 4:2, 4, 2, [], [], 0.000
31:0, 99848:8, 4, 1, [], [], 0.000
31:0, 2:0, 5, 3, [], [], 0.000
31:0, 4:2, 5, 3, [], [], 0.000
31:0, 99848:8, 5, 1, [], [], 0.000
31:0, 31:1, 6, 6, [], [], 0.000
31:0, 1556:2, 6, 2, [], [], 0.000
31:0, 99848:8, 6, 0, [], [], 0.000
31:0, 2:0, 7, 4, [], [], 0.000
31:0, 4:2, 7, 4, [], [], 0.000
31:0, 99848:8, 7, 1, [], [], 0.000
31:0, 31:1, 8, 8, [], [], 0.000
31:0, 284:7, 8, 2, [], [], 0.000
31:0, 99848:3, 8, 2, [], [], 0.000
31:0, 31:1, 9, 9, [], [], 0.000
31:0, 163:0, 9, 12, [], [], 0.000
31:0, 99848:8, 9, 1, [], [], 0.000
31:0, 31:1, 10, 10, [], [], 0.000
31:0, 163:0, 10, 16, [], [], 0.000
31:0, 99848:8, 10, 1, [], [], 0.000
31:0, 2:0, 11, 5, [], [], 0.000
31:0, 4:2, 11, 5, [], [], 0.000
31:0, 99848:8, 11, 1, [], [], 0.000
31:0, 31:1, 12, 12, [], [], 0.000
31:0, 57:12, 12, 4, [], [], 0.000
31:0, 99848:8, 12, 1, [], [], 0.000
31:0, 31:1, 13, 13, [], [], 0.000
31:0, 163:0, 13, 21, [], [], 0.000
31:0, 99848:8, 13, 1, [], [], 0.000
31:0, 2:0, 14, 6, [], [], 0.000
