TQ:Q, TS:S, q_pos, s_pos, q, s, d
31:0, 2:0, 0, 0, [], [], 0.000
31:0, 4:2, 0, 0, [], [], 0.000
31:0, 7:2, 0, 1, [], [], 0.000
31:0, 10:0, 0, 0, [], [], 0.000
31:0, 99848:8, 0, 1, [], [], 0.000
31:0, 2:0, 1, 1, [], [], 0.000
31:0, 4:2, 1, 1, [], [], 0.000
31:0, 12:5, 1, 0, [], [], 0.000
31:0, 20:0, 1, 1, [], [], 0.000
31:0, 99848:5, 1, 2, [], [], 0.000
31:0, 31:1, 2, 2, [], [], 0.000
31:0, 8626:4, 2, 17, [], [], 0.241
31:0, 12187:1, 2, 55, [], [], 0.241
31:0, 17284:2, 2, 2, [], [], 0.241
31:0, 96965:8, 2, 0, [], [], 0.241
31:0, 31:1, 3, 3, [], [], 0.000
31:0, 275:4, 3, 2, [], [], 0.000
31:0, 305:3, 3, 1, [], [], 0.000
31:0, 493:2, 3, 1, [], [], 0.000
31:0, 99848:8, 3, 1, [], [], 0.000
31:0, 2:0, 4, 2, [], [], 0.000
31:0, 4:2, 4, 2, [], [], 0.000
31:0, 12:6, 4, 0, [], [], 0.000
31:0, 20:0, 4, 2, [], [], 0.000
31:0, 99848:8, 4, 1, [], [], 0.000
31:0, 2:0, 5, 3, [], [], 0.000
31:0, 4:2, 5, 3, [], [], 0.000
31:0, 12:0, 5, 0, [], [], 0.000
31:0, 20:0, 5, 3, [], [], 0.000
31:0, 99848:8, 5, 1, [], [], 0.000
31:0, 31:1, 6, 6, [], [], 0.000
31:0, 1556:2, 6, 2, [], [], 0.000
31:0, 5889:0, 6, 227, [], [], 0.000
31:0, 11215:6, 6, 3, [], [], 0.000
31:0, 99848:8, 6, 0, [], [], 0.000
31:0, 2:0, 7, 4, [], [], 0.000
31:0, 4:2, 7, 4, [], [], 0.000
31:0, 12:1, 7, 0, [], [], 0.000
31:0, 20:0, 7, 4, [], [], 0.000
31:0, 99848:8, 7, 1, [], [], 0.000
31:0, 31:1, 8, 8, [], [], 0.000
31:0, 284:7, 8, 2, [], [], 0.000
31:0, 378:2, 8, 2, [], [], 0.000
