tq:q,ts:s,overlap
t1793:c0,t9205827:c1,1
t1793:c0,t5011423:c6,1
t1793:c0,t5498967:c1,1
t1793:c0,t8718081:c0,1
t1793:c0,t5903373:c4,1
t1793:c0,t9351524:c0,1
t1793:c0,t6979267:c0,1
t1793:c0,t6141171:c2,2
t1793:c0,t4011652:c0,1
t1793:c0,t2135573:c3,2
t1793:c0,t6977621:c0,1
t1793:c0,t1296201:c0,1
t1793:c0,t6711631:c2,5
t1793:c0,t10060391:c6,1
t1793:c0,t3144709:c0,1
t1793:c0,t8700709:c3,7
t1793:c0,t785881:c0,1
t1793:c0,t6359497:c8,4
t1793:c0,t2573382:c0,1
t1793:c0,t50667:c2,1
t1793:c0,t9230509:c0,2
t1793:c0,t8700709:c2,1
t1793:c0,t9355764:c8,1
t1793:c0,t6711631:c1,2
t1793:c0,t2992888:c0,1
t1793:c0,t582563:c0,1
t1793:c0,t6890489:c2,3
t1793:c0,t3504353:c0,1
t1793:c0,t7434640:c0,1
t1793:c0,t9161821:c10,1
t1793:c0,t5911358:c0,1
t1793:c0,t6887888:c0,1
t1793:c0,t2456584:c2,1
t1793:c0,t8614580:c0,3
t1793:c0,t3678421:c0,2
t1793:c0,t8391425:c4,1
t1793:c0,t5813457:c1,2
t1793:c0,t5410705:c1,1
t1793:c0,t3198605:c2,1
t1793:c0,t1126237:c5,1
t1793:c0,t4532504:c2,1
t1793:c0,t4490334:c2,1
t1793:c0,t2184431:c0,1
t1793:c0,t6073407:c0,1
t1793:c0,t4811582:c4,1
t1793:c0,t8285286:c1,1
t1793:c0,t9262857:c5,1
t1793:c0,t5769411:c3,1
t1793:c0,t10060391:c3,1
t1793:c0,t5288939:c0,1
t1793:c0,t10045688:c1,1
t1793:c0,t2456584:c1,1
t1793:c0,t8924273:c0,1
t1793:c0,t4563392:c0,1
t1793:c0,t3690030:c0,1
t1793:c0,t6359497:c3,1
t1793:c0,t1119059:c0,1
t1793:c0,t6191990:c1,1
t1793:c0,t5640287:c5,1
t1793:c0,t2407473:c0,1
t1793:c0,t8495834:c0,1
t1793:c0,t3350268:c2,1
t1793:c0,t2090130:c4,1
t1793:c0,t1659746:c5,1
t1793:c0,t7763824:c0,1
t1793:c0,t7441493:c2,1
t1793:c0,t4978186:c7,1
t1793:c0,t2398276:c4,1
t1793:c0,t10005814:c0,1
t1793:c0,t10281900:c0,1
t1793:c0,t4917262:c2,1
t1793:c0,t6711631:c10,1
t1793:c0,t2175125:c0,1
t1793:c0,t115249:c5,1
t1793:c0,t7396483:c5,1
t1793:c0,t388319:c0,1
t1793:c0,t2992888:c2,1
t3967:c0,t5562157:c0,2
t3967:c0,t6359497:c8,5
t3967:c0,t8700709:c2,6
t3967:c0,t9935516:c0,1
t3967:c0,t8477228:c4,1
t3967:c0,t1040921:c4,2
t3967:c0,t2462362:c0,2
t3967:c0,t9626868:c1,1
t3967:c0,t906223:c0,1
t3967:c0,t6890489:c2,1
t3967:c0,t7561259:c4,1
t3967:c0,t7052281:c0,1
t3967:c0,t6711631:c2,3
t3967:c0,t5410705:c6,1
t3967:c0,t2236717:c0,1
t3967:c0,t9066844:c2,1
t3967:c0,t537686:c4,1
t3967:c0,t8008840:c0,1
t3967:c0,t7505814:c0,1
t3967:c0,t7067221:c0,1
t3967:c0,t1070454:c0,1
t3967:c0,t6359497:c1,1
t3967:c0,t5130457:c0,1
t3967:c0,t219732:c1,1
t3967:c0,t4895760:c0,1
t3967:c0,t3452737:c10,1
t3967:c0,t2456584:c1,2
t3967:c0,t1828015:c20,1
t3967:c0,t3103958:c0,2
t3967:c0,t6174996:c5,1
t3967:c0,t549379:c1,1
t3967:c0,t6711631:c0,1
t3967:c0,t561518:c0,1
t3967:c0,t1282927:c2,1
t3967:c0,t115249:c5,1
t3967:c0,t4729577:c4,1
t3967:c0,t6865538:c0,1
t3967:c0,t4139008:c1,1
t3967:c0,t8700709:c3,6
t3967:c0,t8992011:c0,1
t3967:c0,t9671222:c8,1
t3967:c0,t5009548:c0,1
t3967:c0,t9066844:c0,1
t3967:c0,t9157672:c0,2
t3967:c0,t9819216:c0,1
t3967:c0,t4729577:c0,1
t3967:c0,t3144709:c0,1
t3967:c0,t9099666:c0,1
t3967:c0,t2090130:c4,1
t3967:c0,t1309567:c0,2
t3967:c0,t1656697:c0,1
t3967:c0,t3383237:c3,1
t3967:c0,t10269154:c0,1
t3967:c0,t8285286:c1,2
t3967:c0,t6198259:c5,1
t3967:c0,t1659746:c5,1
t3967:c0,t4490020:c1,1
t3967:c0,t2807626:c0,1
t3967:c0,t10283276:c1,1
t3967:c0,t79546:c4,1
t3967:c0,t9099666:c2,1
t3967:c0,t1085579:c0,1
t3967:c0,t10217130:c1,1
t3967:c0,t3640173:c3,1
t3967:c0,t6209022:c4,1
t3967:c0,t2407473:c0,1
t3967:c0,t1103138:c0,1
t3967:c0,t10060391:c3,1
t3967:c0,t8054442:c3,1
t3967:c0,t7557232:c5,1
t3967:c0,t1043440:c0,1
t3967:c0,t9413315:c2,1
t3967:c0,t5911358:c0,1
t3967:c0,t5498967:c1,1
t3967:c0,t6955505:c4,1
t3967:c0,t10012212:c0,1
t7378:c9,t7037959:c0,1
t7378:c9,t8700709:c2,4
t7378:c9,t2646448:c2,1
t7378:c9,t5136589:c0,1
t7378:c9,t7067221:c0,1
t7378:c9,t2992888:c2,2
t7378:c9,t1119059:c0,1
t7378:c9,t4854762:c0,1
t7378:c9,t5945866:c0,1
t7378:c9,t5981839:c1,1
t7378:c9,t5374414:c4,2
t7378:c9,t10167605:c2,1
t7378:c9,t10086202:c3,1
t7378:c9,t10060384:c0,1
t7378:c9,t5135217:c1,1
t7378:c9,t8700709:c3,4
t7378:c9,t5562157:c0,2
t7378:c9,t2992888:c0,1
t7378:c9,t4139008:c0,1
t7378:c9,t9935516:c0,2
t7378:c9,t6977621:c1,1
t7378:c9,t2729020:c0,1
t7378:c9,t6704953:c0,1
t7378:c9,t8614580:c0,1
t7378:c9,t10099842:c0,1
t7378:c9,t5760189:c0,1
t7378:c9,t1001935:c0,1
t7378:c9,t9682701:c2,1
t7378:c9,t9624420:c3,1
t7378:c9,t511178:c0,1
t7378:c9,t6890489:c2,1
t7378:c9,t6359497:c3,1
t7378:c9,t8930570:c4,1
t7378:c9,t2218323:c4,1
t7378:c9,t7258489:c0,2
t7378:c9,t5879266:c3,1
t7378:c9,t4631622:c0,1
t7378:c9,t4490020:c1,2
